"X","Nom.cité.dans.le.texte","Nom.français.cité.dans.le.texte","Nom.valide","INTITULE","ARRETE","ARTICLE","CD_NOM"
NA,"Phalacrocorax carbo","Grand Cormoran","Phalacrocorax carbo sinensis (Staunton, 1796)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",2446
NA,"Phalacrocorax carbo","Grand Cormoran","Phalacrocorax carbo (Linnaeus, 1758)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",2440
NA,"Phalacrocorax pygmeus","Cormoran pygmée","Microcarbo pygmaeus (Pallas, 1773)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",895998
NA,"Phalaropus fulicarius","Phalarope à bec étroit/Phalarope à bec mince","Phalaropus fulicarius (Linnaeus, 1758)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",3250
NA,"Phalaropus lobatus","Phalarope à bec large","Phalaropus lobatus (Linnaeus, 1758)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",3243
NA,"Phalaropus tricolor","Phalarope de Wilson","Steganopus tricolor Vieillot, 1819","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",3249
NA,"Pheucticus ludovicianus","Cardinal à poitrine rose/Gros bec à poitrine rose","Pheucticus ludovicianus (Linnaeus, 1766)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",4690
NA,"Phoeniconaias minor/Phoenicopterus minor","Flamant nain","Phoeniconaias minor (É. Geoffroy Saint-Hilaire, 1798)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",2698
NA,"Phoenicopterus ruber roseus/Phoenicopterus roseus","Flamant rose","Phoenicopterus roseus Pallas, 1811","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",199335
NA,"Phoenicurus moussieri","Rougequeue de Moussier/Rubiette de Moussier","Phoenicurus moussieri (Olphe-Galliard, 1852)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",4043
NA,"Phoenicurus ochruros","Rougequeue noir","Phoenicurus ochruros (S. G. Gmelin, 1774)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",4035
NA,"Phoenicurus phoenicurus","Rougequeue à front blanc","Phoenicurus phoenicurus (Linnaeus, 1758)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",4040
NA,"Phylloscopus bonelli","Pouillot de Bonelli","Phylloscopus bonelli (Vieillot, 1819)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",4269
NA,"Phylloscopus borealis","Pouillot boréal","Phylloscopus borealis (Blasius, 1858)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",4264
NA,"Phylloscopus collybita","Pouillot véloce","Phylloscopus collybita abietinus (Nilsson, 1919)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",4287
NA,"Phylloscopus collybita","Pouillot véloce","Phylloscopus collybita collyba (Vieillot, 1817)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",4285
NA,"Phylloscopus collybita","Pouillot véloce","Phylloscopus collybita tristis Blyth, 1843","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",4288
NA,"Phylloscopus collybita","Pouillot véloce","Phylloscopus collybita (Vieillot, 1817)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",4280
NA,"Phylloscopus fuscatus","Pouillot brun","Phylloscopus fuscatus (Blyth, 1842)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",4304
NA,"Phylloscopus humei","Pouillot de Hume","Phylloscopus humei (Brooks, 1878)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",199473
NA,"Phylloscopus ibericus/Phylloscopus brehmii","Pouillot ibérique/Pouillot véloce ibérique","Phylloscopus ibericus Ticehurst, 1937","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 3",199477
NA,"Phylloscopus inornatus","Pouillot à grands sourcils","Phylloscopus inornatus (Blyth, 1842)","Liste des oiseaux protégés sur l'ensemble du territoire et les modalités de leur protection","Arrêté interministériel du 29 octobre 2009 fixant la liste des oiseaux protégés sur l’ensemble du territoire et les modalités de leur protection (JORF 5 décembre 2009, p. 21056)","Article 4",4297
